sample_name,ECDF Percentile Count_0,ECDF Percentile Count_1,ECDF Percentile_0,ECDF Percentile_1,ECDF_0,ECDF_1,ECDF_2,ECDF_3,ECDF_4,ECDF_5,ECDF_6,ECDF_7,ECDF_8,ECDF_9,Histogram_0,Histogram_1,Histogram_2,Histogram_3,Histogram_4,Histogram_5,Histogram_6,Histogram_7,Histogram_8,Histogram_9,Interquartile range,Kurtosis,Max,Mean,Mean absolute deviation,Median,Median absolute deviation,Min,Root mean square,Skewness,Standard deviation,Variance
MAC000326-2013-02,298.0,1194.0,0.14,0.64,0.0006697923643670462,0.0013395847287340924,0.0020093770931011385,0.0026791694574681848,0.003348961821835231,0.004018754186202277,0.004688546550569324,0.0053583389149363695,0.006028131279303416,0.006697923643670462,0.0,0.0,0.0,0.0,0.0,758.0,368.0,58.0,68.0,33.0,0.23,4.968038384608189,3.3629999,0.4182217012726055,0.3781109881388879,0.199,0.064,0.0,0.6775168215191365,2.2376271441395517,0.5330287534702429,0.28411965202604095
MAC000326-2013-03,298.0,1194.0,0.174,1.205,0.0006697923643670462,0.0013395847287340924,0.0020093770931011385,0.0026791694574681848,0.003348961821835231,0.004018754186202277,0.004688546550569324,0.0053583389149363695,0.006028131279303416,0.006697923643670462,0.0,0.0,0.0,0.0,0.0,478.0,401.0,72.0,80.0,70.0,0.8799999999999999,3.0715088684614535,5.196,0.6654447418620228,0.5608208088837886,0.27,0.12600000000000003,0.0,0.9715524405821883,1.7052122749403766,0.7078823633411079,0.5010974403293923
MAC000326-2013-04,298.0,1194.0,0.103,0.703,0.0006697923643670462,0.0013395847287340924,0.0020093770931011385,0.0026791694574681848,0.003348961821835231,0.004018754186202277,0.004688546550569324,0.0053583389149363695,0.006028131279303416,0.006697923643670462,0.0,0.0,0.0,0.0,0.0,870.0,227.0,64.0,51.0,42.0,0.34800000000000003,4.6438812058277525,3.6589999,0.42924916336235763,0.4161183150286063,0.171,0.07500000000000001,0.0,0.7136332988934055,2.170813198072751,0.5701031845571473,0.32501764104220066
MAC000326-2013-05,298.0,1194.0,0.085,0.23,0.0006697923643670462,0.0013395847287340924,0.0020093770931011385,0.0026791694574681848,0.003348961821835231,0.004018754186202277,0.004688546550569324,0.0053583389149363695,0.006028131279303416,0.006697923643670462,0.0,0.0,0.0,0.0,0.0,1143.0,157.0,41.0,42.0,33.0,0.099,15.72480097728965,3.2390001,0.23353047568653718,0.19066984641414342,0.122,0.03899999999999999,0.0,0.39015023092001255,3.3842581047737728,0.3125391489278724,0.0976807196125588
MAC000326-2013-06,298.0,1194.0,0.058,0.215,0.0006697923643670462,0.0013395847287340924,0.0020093770931011385,0.0026791694574681848,0.003348961821835231,0.004018754186202277,0.004688546550569324,0.0053583389149363695,0.006028131279303416,0.006697923643670462,0.0,0.0,0.0,0.0,0.0,1169.0,188.0,52.0,43.0,24.0,0.10899999999999999,12.775194216209043,2.075,0.1683750836570663,0.12997902593348104,0.097,0.041,0.0,0.2667177939659902,3.1472352701216577,0.20685311895536004,0.04278821282156033
MAC000326-2013-07,298.0,1194.0,0.051,0.132,0.0006697923643670462,0.0013395847287340924,0.0020093770931011385,0.0026791694574681848,0.003348961821835231,0.004018754186202277,0.004688546550569324,0.0053583389149363695,0.006028131279303416,0.006697923643670462,0.0,0.0,0.0,0.0,0.0,1295.0,136.0,36.0,16.0,7.0,0.056,18.635758424969183,1.364,0.1183255190890824,0.07735428606549252,0.077,0.026000000000000002,0.0,0.1766941799316018,3.7408884021352264,0.1312246347070567,0.01721990475400047
MAC000326-2013-08,298.0,1194.0,0.048,0.123,0.0006697923643670462,0.0013395847287340924,0.0020093770931011385,0.0026791694574681848,0.003348961821835231,0.004018754186202277,0.004688546550569324,0.0053583389149363695,0.006028131279303416,0.006697923643670462,0.0,0.0,0.0,0.0,0.0,1320.0,99.0,37.0,23.0,6.0,0.054,22.127591924105804,1.595,0.1185592766912257,0.08153134643294067,0.075,0.025999999999999995,0.0,0.18927754780554926,4.145741085517008,0.1475455455570766,0.02176968801373537
MAC000326-2013-09,298.0,1194.0,0.046,0.276,0.0006697923643670462,0.0013395847287340924,0.0020093770931011385,0.0026791694574681848,0.003348961821835231,0.004018754186202277,0.004688546550569324,0.0053583389149363695,0.006028131279303416,0.006697923643670462,0.0,0.0,0.0,0.0,0.0,1108.0,185.0,65.0,42.0,38.0,0.15899999999999997,21.494698678605676,3.217,0.20490689892833222,0.2021126580094022,0.074,0.033999999999999996,0.0,0.39192715862557786,3.9252833539069463,0.3340958850987141,0.11162006043989314
MAC000326-2013-10,298.0,1194.0,0.076,0.342,0.0006697923643670462,0.0013395847287340924,0.0020093770931011385,0.0026791694574681848,0.003348961821835231,0.004018754186202277,0.004688546550569324,0.0053583389149363695,0.006028131279303416,0.006697923643670462,0.0,0.0,0.0,0.0,0.0,988.0,252.0,72.0,56.0,48.0,0.17800000000000002,6.869695295463638,2.01,0.26293503020763564,0.21486058773198793,0.139,0.06700000000000002,0.0,0.41464509979361075,2.5418306600494245,0.3206177298163081,0.10279572867256313
MAC000326-2013-11,298.0,1194.0,0.118,0.926,0.0006697923643670462,0.0013395847287340924,0.0020093770931011385,0.0026791694574681848,0.003348961821835231,0.004018754186202277,0.004688546550569324,0.0053583389149363695,0.006028131279303416,0.006697923643670462,0.0,0.0,0.0,0.0,0.0,794.0,205.0,71.0,82.0,75.0,0.588,3.5690210240444307,4.3150001,0.47283121239115883,0.42509665790451445,0.187,0.088,0.0,0.7180116525445013,1.7865206163518277,0.540343758896494,0.2919713777783925
