sample_name,Absolute energy,Area under the curve,Autocorrelation,Centroid,Entropy,Mean absolute diff,Mean diff,Median absolute diff,Median diff,Negative turning points,Neighbourhood peaks,Peak to peak distance,Positive turning points,Signal distance,Slope,Sum absolute diff,Total energy,Zero crossing rate
MAC000004-2013-02,12.796785,0.5697500000000008,12.796785,5.163234716376028,0.2251593928655586,0.06674431057563589,-2.972484671017822e-19,0.0,0.0,15.0,60.0,0.69,276.0,1503.4905098208194,-2.8102394016177036e-05,99.71600000000001,0.8565451807228915,542.0
MAC000004-2013-03,11.144856,0.5925999999999996,11.144856,7.727480742685236,0.254870380544905,0.0716813922356091,-0.00010977242302543489,0.0,0.0,28.0,59.0,0.548,304.0,1503.9363289415637,5.236606469158178e-06,107.092,0.7459742971887551,569.0
MAC000004-2013-04,9.00214,0.5042999999999997,9.002139999999999,7.105840571241949,0.1928158236175289,0.0653627844712182,4.087166422649505e-19,0.0,0.0,0.0,70.0,0.326,274.0,1502.7281290146502,-6.5399221409451966e-06,97.65199999999999,0.6025528781793843,550.0
MAC000004-2013-05,8.914189,0.49960999999999955,8.914188999999999,7.534803262528985,0.19682055835787113,0.0648995983935743,2.972484671017822e-19,0.0,0.0,2.0,74.0,0.264,272.0,1502.640669495547,1.1495088791486647e-06,96.96000000000001,0.5966659303882196,544.0
MAC000004-2013-06,8.702353,0.5187900000000005,8.702352999999999,7.1801173119499975,0.226019672080138,0.060815261044176706,1.2075718976009903e-19,0.0,0.0,18.0,77.0,0.279,269.0,1501.9333657708612,-4.20629094095339e-06,90.858,0.5824868139223561,480.0
MAC000004-2013-07,7.691388,0.4327399999999999,7.691388,7.356417251346571,0.17825094105553874,0.05535742971887551,-1.3004620435702972e-19,0.0,0.0,0.0,75.0,0.313,234.0,1501.3767269057303,-1.3717201357789343e-06,82.70400000000001,0.5148184738955823,468.0
MAC000004-2013-08,7.932586000000001,0.4536199999999995,7.932586,7.602880699938203,0.17883080283667951,0.058987951807228906,0.0,0.0,0.0,0.0,83.0,0.299,253.0,1501.71045309593,8.242222552147682e-07,88.12799999999999,0.5309629183400268,506.0
MAC000004-2013-09,8.23348,0.4759999999999996,8.23348,7.307458666323353,0.20396165997708282,0.06059437751004017,-7.431211677544555e-20,0.0,0.0,8.0,75.0,0.318,267.0,1501.8746947101022,-1.743744602648255e-06,90.528,0.551103078982597,530.0
MAC000004-2013-10,9.155095,0.5139699999999998,9.155095,7.587633919691713,0.20449116346845567,0.06660240963855422,-3.7156058387722776e-19,0.0,0.0,7.0,68.0,0.353,286.0,1502.8729878077725,1.490241904071111e-06,99.504,0.612790829986613,570.0
MAC000004-2013-11,8.990388999999999,0.5189500000000004,8.990389,7.362173981570766,0.22384560834504952,0.06713654618473897,2.4151437952019806e-19,0.0,0.0,16.0,66.0,0.34,298.0,1502.7028446306024,-3.944829808386333e-06,100.302,0.6017663319946451,590.0
MAC000004-2013-12,9.309633999999999,0.5458549999999993,9.309634,7.506479016253487,0.24372154414417443,0.06945314591700134,0.0001050870147255689,0.0,0.0,15.0,72.0,0.313,313.0,1502.9009906151,1.2373533265284421e-06,103.763,0.6231348058902275,617.0
MAC000004-2014-01,9.361798,0.5413600000000006,9.361798,7.447406660558152,0.23023923511712732,0.0698433734939759,1.1146817516316832e-19,0.0,0.0,10.0,65.0,0.308,309.0,1503.0374358789854,-7.006725954125155e-08,104.346,0.6266263721552878,614.0
MAC000004-2014-02,8.260662,0.47061999999999937,8.260662,6.521605141331288,0.20716781705174817,0.06046987951807229,4.644507298465347e-20,0.0,0.0,14.0,61.0,0.297,268.0,1501.940208924741,-1.665199240615995e-05,90.342,0.5529224899598394,534.0
MAC000006-2012-01,0.8501440000000001,0.06055500000000021,0.8501440000000001,14.617021481066738,0.053297093241290255,0.0019524765729585006,1.6733601070950442e-05,0.0,0.0,23.0,4.0,0.456,24.0,1494.1805839169765,1.55028031572573e-05,2.917,0.05690388219544847,1.0
MAC000006-2012-02,10.246969,0.9297900000000002,10.246968999999998,6.927964172625097,0.6360062223837963,0.03364658634538153,-2.6773761713520617e-05,0.023999999999999997,0.0,450.0,56.0,0.762,451.0,1496.4116067754885,-2.1365091219958283e-05,50.268,0.6858747657295851,5.0
MAC000006-2012-03,8.373348,0.8724150000000004,8.373347999999996,7.499989120241988,0.6225222458351627,0.03447991967871486,6.024096385542146e-06,0.025,-0.0010000000000000009,485.0,62.0,0.66,488.0,1496.315975954366,-1.157061490466735e-06,51.513000000000005,0.5604650602409639,4.0
MAC000006-2012-04,8.938532,0.8809700000000006,8.938531999999999,7.298311890587851,0.6303041041736346,0.03550066934404284,-2.8112449799196636e-05,0.026000000000000002,0.0,469.0,64.0,0.64,482.0,1496.4064241625194,-7.126993119043107e-06,53.038000000000004,0.5982953145917002,5.0
MAC000006-2012-05,7.976916999999999,0.8339150000000001,7.9769169999999985,7.403676300004124,0.6128816546757199,0.03712784471218207,3.346720214190343e-06,0.027,0.0,511.0,60.0,0.627,510.0,1496.5539173167572,9.73590137920092e-07,55.46900000000001,0.533930187416332,6.0
MAC000006-2012-06,6.2173110000000005,0.7422849999999999,6.217310999999999,7.044470159205481,0.5915897025244545,0.03307161981258367,-1.9410977242302514e-05,0.025999999999999995,0.0,481.0,64.0,0.423,491.0,1495.8747600689048,-8.213829330521137e-06,49.409000000000006,0.41615200803212854,5.0
MAC000006-2012-07,7.320749,0.8292999999999998,7.320748999999997,8.335420613382594,0.6166705111875744,0.034538152610441776,-6.693440428379868e-06,0.027000000000000003,-0.003000000000000001,522.0,61.0,0.436,528.0,1495.8631379866285,1.2786973192790829e-05,51.60000000000001,0.4900099732262383,4.0
MAC000006-2012-08,6.865325,0.8117749999999999,6.865324999999999,7.973211601781417,0.6188003875487164,0.03389759036144578,-6.0240963855423505e-06,0.027000000000000003,-0.000499999999999997,519.0,61.0,0.429,524.0,1495.7917145925462,4.556163954370569e-06,50.643,0.45952643908969215,4.0
MAC000006-2012-09,6.821939,0.7746700000000001,6.821938999999999,6.636073191214403,0.6010543775249853,0.03347657295850068,-3.21285140562252e-05,0.025,0.0,498.0,60.0,0.503,494.0,1496.0209230701373,-1.0659043808521507e-05,50.01400000000001,0.4566224230254351,5.0
MAC000006-2012-10,9.800861000000001,0.9505549999999997,9.800861000000003,8.340760053632021,0.6432888694475514,0.035874832663989296,4.082998661311957e-05,0.027,-0.001,489.0,60.0,0.589,497.0,1496.37283911146,1.4368381543989349e-05,53.59700000000001,0.6560147925033468,4.0
MAC000006-2012-11,14.575241,1.1107899999999997,14.575240999999998,6.482490788316982,0.6663685112837906,0.03588487282463186,-5.890227576974577e-05,0.023000000000000007,0.0,446.0,62.0,0.801,452.0,1497.0965811400738,-2.8753983616400028e-05,53.612,0.9755850736278447,9.0
MAC000006-2012-12,5.474559999999999,0.44630999999999993,5.47456,2.988692495835282,0.3722268353786309,0.015190093708166,-2.008032128514046e-05,0.0,0.0,162.0,41.0,0.735,195.0,1495.5942294176543,-5.382560772663386e-05,22.694000000000003,0.3664364123159304,87.0
MAC000006-2013-01,9.809063,0.82852,9.809062999999997,9.086728393935282,0.5939496698737461,0.02986880856760375,9.370816599732048e-06,0.020000000000000004,0.0,374.0,54.0,0.657,384.0,1496.421798450433,4.075036755682612e-05,44.624,0.6565637884872825,37.0
MAC000006-2013-02,14.553291,1.0327750000000004,14.553291,7.248117080184819,0.6458691725466172,0.03776372155287818,-2.0749665327978496e-05,0.024,0.0,441.0,53.0,0.774,444.0,1497.6093172055162,-1.8702995050328146e-05,56.419000000000004,0.9741158634538153,5.0
MAC000006-2013-03,12.639408000000001,1.0401150000000001,12.639408,7.354860255322085,0.6524079151030227,0.03760709504685408,-8.701472556894474e-06,0.025999999999999995,-0.0009999999999999905,492.0,61.0,0.725,490.0,1497.257129188758,-1.2281881985761566e-06,56.185,0.8460112449799198,4.0
MAC000006-2013-04,10.783705999999999,0.9123599999999996,10.783705999999999,6.844818060692679,0.6330038180003948,0.037622489959839356,-1.0709504685408152e-05,0.025999999999999995,0.0,473.0,58.0,0.736,473.0,1497.6297414645605,-1.5083491370737579e-05,56.208,0.7218009370816599,5.0
MAC000006-2013-05,8.277594,0.8614149999999998,8.277593999999999,7.346593871359238,0.6237204272316423,0.03609973226238287,-7.362784471218658e-06,0.027999999999999997,0.0,514.0,64.0,0.601,509.0,1496.3095835955996,-1.2159632395050348e-06,53.93300000000001,0.5540558232931727,4.0
MAC000006-2013-06,6.793932,0.7819450000000003,6.793931999999998,7.469952656282106,0.6088144634391801,0.03388955823293173,-2.8781793842034898e-05,0.026000000000000002,0.0,509.0,64.0,0.57,512.0,1495.9978882761109,-1.793545868053613e-06,50.63100000000001,0.45474779116465863,5.0
MAC000006-2013-07,8.516932,0.8944549999999992,8.516931999999999,7.430764552305923,0.6305061272251589,0.036055555555555556,-4.685408299866432e-06,0.028,0.0,527.0,62.0,0.547,522.0,1496.32584180909,2.050740475539434e-06,53.867000000000004,0.5700757697456493,4.0
MAC000006-2013-08,4.388797000000001,0.4710400000000001,4.388796999999999,4.031290713605573,0.4311032424718981,0.018563587684069616,-2.008032128514069e-05,0.002,0.0,271.0,44.0,0.469,287.0,1495.1723108123697,-6.028013113028369e-05,27.734000000000005,0.2937615127175369,31.0
MAC000006-2013-09,6.407055,0.70623,6.407054999999998,8.08772070007203,0.5754367910547745,0.028370816599732264,8.360113137237625e-20,0.021,0.0,428.0,56.0,0.45,434.0,1495.6863105073444,1.863316481995802e-05,42.386,0.4288524096385542,14.0
MAC000006-2013-10,8.500111,0.9000499999999995,8.500110999999999,7.925026373185009,0.6332528751193838,0.03455689424364123,4.8192771084336995e-05,0.026000000000000002,-0.0010000000000000009,507.0,60.0,0.575,508.0,1496.0625317367683,6.619449019227134e-06,51.628,0.5689498661311915,4.0
MAC000006-2013-11,10.28229,0.9704899999999996,10.282289999999998,7.475953975233144,0.6519962176264669,0.035250334672021426,-2.8112449799196978e-05,0.026999999999999996,0.0,488.0,63.0,0.607,488.0,1496.223194216894,-9.063420889753992e-07,52.66400000000001,0.6882389558232932,5.0
MAC000006-2013-12,14.728016,1.1398949999999997,14.728015999999995,8.047895671080205,0.6735985473261207,0.04099397590361446,1.9410977242302263e-05,0.02800000000000001,-0.001999999999999995,489.0,64.0,0.703,492.0,1497.1731055097089,7.977723136568277e-06,61.245000000000005,0.9858109772423026,4.0
MAC000006-2014-01,11.356065000000001,1.0258549999999995,11.356064999999997,7.665212956248488,0.6588315811907982,0.03817336010709505,-1.0040160642569927e-05,0.02700000000000001,0.0,528.0,62.0,0.571,530.0,1496.627777769734,2.522787661295651e-06,57.031000000000006,0.7601114457831326,4.0
MAC000006-2014-02,9.236177,0.8676700000000002,9.236177,6.472134972077733,0.6156999923329385,0.031435073627844715,-2.6773761713520996e-05,0.023,0.0,434.0,53.0,0.546,439.0,1495.8758963919713,-3.216079311971837e-05,46.964000000000006,0.6182180053547524,5.0
MAC000007-2012-09,18.951294688000008,0.47490999899999964,18.95129468800001,12.352447737518924,0.21044946183379398,0.01809906278447122,2.972484671017822e-19,0.0,0.0,82.0,14.0,1.5599999,85.0,1498.9186759093761,8.672564796556785e-05,27.039999800000004,1.2684936203480595,2.0
MAC000007-2012-10,105.33138812700005,2.5753749999999993,105.33138812700004,8.731761793423479,0.7649846198420708,0.10010107095046854,4.0829986613119326e-05,0.032,-0.0010000000000000009,400.0,61.0,1.8660001,407.0,1524.3695846686282,7.537205905624905e-05,149.551,7.050293716666671,4.0
MAC000007-2012-11,132.34259377620003,2.9206450030000024,132.34259377620003,7.523184138974959,0.7727637470842913,0.11317737657295851,-3.5475234270416104e-05,0.035,-0.0010000000000000009,348.0,62.0,1.707,357.0,1529.5991174002309,-1.2881565988526176e-05,169.0870006,8.858272675783136,5.0
MAC000007-2012-12,133.96174236140004,2.9945950010000004,133.96174236140007,8.198639169488656,0.7780203416887079,0.10210642583668006,9.571619812583725e-05,0.034999999999999996,-0.0020000000000000018,373.0,60.0,1.988,378.0,1521.4679346602074,4.194737561588965e-05,152.5470002,8.966649421780458,4.0
MAC000007-2013-01,136.04816965580005,3.0354949989999955,136.04816965579997,7.374845051243716,0.7856861947471991,0.11441700107095046,-8.366800535475224e-05,0.036000000000000004,-0.0030000000000000027,367.0,59.0,1.691,373.0,1529.2887852280658,-1.403823930457948e-05,170.9389996,9.106303189812587,4.0
